Jun 11 2021 23:47:46 FW00 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 155.45.129.14 to 51.130.22.93 on interface GigabitEthernet0/3	 Anomaly
Jun 12 2021 00:01:36 FW05 : %ASA-4-400014: IPS:2004 ICMP Echo Request 34.116.195.217 to 187.41.129.197 on interface GigabitEthernet0/2	 Anomaly
Jun 12 2021 00:01:37 FW00 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 101.121.30.42 to 221.150.4.155 on interface GigabitEthernet0/1	 Anomaly
Jun 12 2021 00:01:37 FW19 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 200.209.68.82 to 14.170.81.61 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:01:37 FW23 : %ASA-3-319001: Acknowledge for arp update for IP address 10.36.128.165 not received.	 Not anomaly
Jun 12 2021 00:01:37 FW23 : %ASA-3-318109: OSPFv3 has received an unexpected message	 Not anomaly
Jun 12 2021 00:01:37 FW03 : %ASA-4-400039: IPS:6101 RPC Port Unregistration 49.204.74.178 to 190.94.189.243 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:01:38 FW07 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/1: 170.97.71.109/28059 to laddr GigabitEthernet0/1: 10.24.146.137/47469	 Not anomaly
Jun 12 2021 00:01:38 FW13 : %ASA-4-400015: IPS:2005 ICMP Time Exceeded for a Datagram 41.177.212.75 to 91.191.71.152 on interface GigabitEthernet0/4	 Not anomaly
Jun 12 2021 00:01:38 FW01 : %ASA-6-302003: Built H245 connection for foreign_address 160.57.175.67/41958 local_address 10.68.164.55 /2047	 Anomaly
Jun 12 2021 00:01:39 FW09 : %ASA-4-400013: IPS:2003 ICMP Redirect 105.253.225.200 to 3.184.65.12 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:01:39 FW15 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/3 changed state to up	 Anomaly
Jun 12 2021 00:01:39 FW24 : %ASA-3-304003: URL Server 202.95.63.195 timed out URL http://www.kennedy.net/	 Not anomaly
Jun 12 2021 00:01:39 FW05 : %ASA-3-318109: OSPFv3 has received an unexpected message	 Not anomaly
Jun 12 2021 00:01:39 FW19 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 96.122.138.114 to 29.138.100.127 on interface GigabitEthernet0/4	 Not anomaly
Jun 12 2021 00:01:40 FW03 : %ASA-4-400013: IPS:2003 ICMP Redirect 204.145.177.193 to 85.158.240.163 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:01:40 FW10 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/5: 145.119.241.158/47595 to laddr GigabitEthernet0/3: 172.25.255.99/59858	 Not anomaly
Jun 12 2021 00:01:40 FW20 : %ASA-3-304003: URL Server 210.82.76.223 timed out URL http://www.davenport.org/	 Not anomaly
Jun 12 2021 00:01:41 FW02 : %ASA-5-718016: Received HELLO response from 133.190.123.79	 Not anomaly
Jun 12 2021 00:01:41 FW11 : %ASA-6-314004: RTSP client GigabitEthernet0/4: 189.117.111.207 accessed RTSP URL http://walker.com/	 Not anomaly
Jun 12 2021 00:01:41 FW12 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 12 2021 00:01:41 FW13 : %ASA-6-314004: RTSP client GigabitEthernet0/5: 145.249.32.150 accessed RTSP URL http://www.pineda.com/	 Not anomaly
Jun 12 2021 00:01:42 FW12 : %ASA-1-107002: RIP pkt failed from 175.209.132.181 : version=2 on interface GigabitEthernet0/4	 Anomaly
Jun 12 2021 00:01:42 FW11 : %ASA-4-400040: IPS:6102 RPC Dump 205.149.2.196 to 12.238.43.0 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:01:42 FW04 : %ASA-7-715041: Received keep-alive of type keepalive_type , not the negotiated type	 Not anomaly
Jun 12 2021 00:01:42 FW12 : %ASA-6-605005: Login permitted from 111.31.233.41/63683 to GigabitEthernet0/5:213.246.183.11/DNS for user user13	 Anomaly
Jun 12 2021 00:01:42 FW03 : %ASA-4-411001: Line protocol on interface GigabitEthernet0/0 changed state to up	 Anomaly
Jun 12 2021 00:01:42 FW16 : %ASA-4-400020: IPS:2010 ICMP Information Reply 164.197.29.7 to 124.154.151.142 on interface GigabitEthernet0/4	 Not anomaly
Jun 12 2021 00:01:43 FW05 : %ASA-4-400040: IPS:6102 RPC Dump 205.177.1.189 to 131.99.125.21 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:01:43 FW10 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 22.120.36.175 to 84.188.144.101 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:01:43 FW14 : %ASA-7-710006: ICMP request discarded from 149.210.72.205 to GigabitEthernet0/1:214.135.38.146	 Anomaly
Jun 12 2021 00:01:44 FW14 : %ASA-4-400047: IPS:6155 mountd (mount daemon) Portmap Request 43.66.206.184 to 19.151.108.33 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:01:44 FW10 : %ASA-2-201003: Embryonic limit exceeded 748/500 for 66.70.128.138/7108 8.8.8.8 192.168.66.18/14181 on interface GigabitEthernet0/0.	 Not anomaly
Jun 12 2021 00:01:44 FW04 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/4 , error code = Not responding , will try again.	 Anomaly
Jun 12 2021 00:01:44 FW09 : %ASA-1-105003: (Primary) Monitoring on interface GigabitEthernet0/5 waiting	 Not anomaly
Jun 12 2021 00:01:44 FW21 : %ASA-4-400022: IPS:2012 ICMP Address Mask Reply 4.186.194.82 to 124.180.114.181 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:01:45 FW11 : %ASA-4-411004: Configuration status on interface GigabitEthernet0/0 changed state to up	 Not anomaly
Jun 12 2021 00:01:45 FW22 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/5: 217.57.42.88/61228 to laddr GigabitEthernet0/3: 192.168.195.79/45122	 Not anomaly
Jun 12 2021 00:01:45 FW23 : %ASA-3-304003: URL Server 51.55.15.26 timed out URL https://obrien-russell.com/	 Not anomaly
Jun 12 2021 00:01:45 FW04 : %ASA-4-400042: IPS:6150 ypserv (YP server daemon) Portmap Request 139.240.91.182 to 128.6.214.45 on interface GigabitEthernet0/2	 Not anomaly
Jun 12 2021 00:01:46 FW18 : %ASA-4-400040: IPS:6102 RPC Dump 217.110.99.162 to 143.148.108.149 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:01:46 FW16 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 24.138.190.90 to 109.193.167.180 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:01:46 FW07 : %ASA-7-718021: Sent KEEPALIVE response to 118.210.9.210	 Not anomaly
Jun 12 2021 00:01:47 FW19 : %ASA-4-400042: IPS:6150 ypserv (YP server daemon) Portmap Request 129.249.42.146 to 205.134.47.248 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:01:47 FW12 : %ASA-4-400042: IPS:6150 ypserv (YP server daemon) Portmap Request 131.51.52.228 to 63.119.229.229 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:01:47 FW07 : %ASA-3-322002: ARP inspection check failed for arp response received from host 40:6a:a9:14:2d:ed on interface GigabitEthernet0/0. This host is advertising MAC Address 45:ce:46:75:d6:3f for IP Address 177.156.149.39, which is statically bound to MAC Address a6:29:55:f6:8b:22.	 Not anomaly
Jun 12 2021 00:01:48 FW00 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 12 2021 00:01:48 FW01 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 12 2021 00:01:48 FW00 : %ASA-5-718010: Sent HELLO response to 163.22.233.206	 Not anomaly
Jun 12 2021 00:01:48 FW08 : %ASA-3-318109: OSPFv3 has received an unexpected message	 Not anomaly
Jun 12 2021 00:01:48 FW16 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/5: 163.195.88.139/23212 to laddr GigabitEthernet0/4: 192.168.44.114/25754	 Not anomaly
Jun 12 2021 00:01:48 FW01 : %ASA-4-411004: Configuration status on interface GigabitEthernet0/3 changed state to up	 Not anomaly
Jun 12 2021 00:01:48 FW00 : %ASA-7-718021: Sent KEEPALIVE response to 53.242.164.44	 Not anomaly
Jun 12 2021 00:01:49 FW14 : %ASA-6-109005: Authentication succeeded for user user11 from 172.18.138.248/7513 to 205.28.107.40/50330 on interface GigabitEthernet0/1.	 Not anomaly
Jun 12 2021 00:01:49 FW17 : %ASA-7-715041: Received keep-alive of type keepalive_type , not the negotiated type	 Not anomaly
Jun 12 2021 00:01:49 FW21 : %ASA-6-302033: Pre-allocated H323 GUP Connection for faddr GigabitEthernet0/1: 202.90.202.90/24219 to laddr GigabitEthernet0/5: 172.29.249.29/26300	 Not anomaly
Jun 12 2021 00:01:49 FW19 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 206.129.111.98 to 214.25.110.79 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:01:50 FW21 : %ASA-1-105003: (Primary) Monitoring on interface GigabitEthernet0/4 waiting	 Not anomaly
Jun 12 2021 00:01:50 FW09 : %ASA-5-611103: User logged out: Uname: user9	 Not anomaly
Jun 12 2021 00:01:50 FW17 : %ASA-3-319002: Acknowledge for route update for IP address 13.66.86.28 not received.	 Not anomaly
Jun 12 2021 00:01:50 FW17 : %ASA-7-718021: Sent KEEPALIVE response to 42.111.210.57	 Not anomaly
Jun 12 2021 00:01:50 FW16 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 148.248.60.236 to 181.122.55.147 on interface GigabitEthernet0/2	 Not anomaly
Jun 12 2021 00:01:50 FW05 : %ASA-4-400020: IPS:2010 ICMP Information Reply 117.254.193.104 to 85.184.15.105 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:01:51 FW01 : %ASA-4-400040: IPS:6102 RPC Dump 4.125.238.66 to 85.177.13.219 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:01:51 FW23 : %ASA-4-400034: IPS:6050 DNS HINFO Request 70.185.238.44 to 83.188.96.139 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:01:51 FW00 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 12 2021 00:01:51 FW08 : %ASA-3-319001: Acknowledge for arp update for IP address 203.200.143.72 not received.	 Not anomaly
Jun 12 2021 00:01:51 FW23 : %ASA-4-400036: IPS:6052 DNS Zone Transfer from High Port 172.49.176.114 to 152.76.114.53 on interface GigabitEthernet0/4	 Not anomaly
Jun 12 2021 00:01:52 FW15 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 12 2021 00:01:52 FW07 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 12 2021 00:01:52 FW10 : %ASA-4-400007: IPS:1100 IP Fragment Attack from 190.102.150.165 to 206.218.168.212 on interface GigabitEthernet0/1	 Anomaly
Jun 12 2021 00:01:52 FW02 : %ASA-4-400040: IPS:6102 RPC Dump 29.66.16.208 to 164.122.104.167 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:01:52 FW25 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 21.246.198.241 to 156.220.163.155 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:01:53 FW09 : %ASA-4-400049: IPS:6180 rexd (remote execution daemon) Attempt 12.89.62.5 to 184.28.90.36 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:01:53 FW17 : %ASA-5-718016: Received HELLO response from 124.179.79.46	 Not anomaly
Jun 12 2021 00:01:53 FW20 : %ASA-7-713052: User user20 authenticated.	 Not anomaly
Jun 12 2021 00:01:53 FW15 : %ASA-4-400000: IPS:1000 IP options-Bad Option List from 151.39.117.83 to 53.36.109.227 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:01:54 FW06 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 12 2021 00:01:54 FW17 : %ASA-5-611103: User logged out: Uname: user4	 Not anomaly
Jun 12 2021 00:01:54 FW14 : %ASA-5-718010: Sent HELLO response to 26.119.107.219	 Not anomaly
Jun 12 2021 00:01:54 FW18 : %ASA-4-400049: IPS:6180 rexd (remote execution daemon) Attempt 173.121.27.221 to 188.174.50.24 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:01:54 FW20 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 126.219.38.68 to 113.95.131.14 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:01:55 FW06 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 221.40.95.79 to 150.241.85.165 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:01:55 FW23 : %ASA-6-605005: Login permitted from 221.48.126.162/56727 to GigabitEthernet0/5:217.32.8.144/SMTP for user user1	 Anomaly
Jun 12 2021 00:01:55 FW07 : %ASA-7-710002: UDP access permitted from 63.97.213.223/59371 to GigabitEthernet0/3:210.223.41.226/NTP	 Not anomaly
Jun 12 2021 00:01:56 FW02 : %ASA-3-319001: Acknowledge for arp update for IP address 203.78.56.76 not received.	 Not anomaly
Jun 12 2021 00:01:56 FW13 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 12 2021 00:01:56 FW18 : %ASA-5-502111: New group policy added: name: acl_int Type: internal	 Not anomaly
Jun 12 2021 00:01:56 FW10 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 12 2021 00:01:56 FW21 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 12 2021 00:01:56 FW17 : %ASA-6-109001: Auth start for user user7 from 10.232.10.77/1404 to 168.58.23.221/36087	 Not anomaly
Jun 12 2021 00:01:56 FW23 : %ASA-4-400012: IPS:2002 ICMP Source Quench 183.151.184.116 to 19.135.12.129 on interface GigabitEthernet0/4	 Not anomaly
Jun 12 2021 00:01:56 FW22 : %ASA-3-304003: URL Server 178.9.28.150 timed out URL http://www.orozco.com/	 Not anomaly
Jun 12 2021 00:01:57 FW07 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 12 2021 00:01:57 FW20 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/1:122.82.177.171/63331 to GigabitEthernet0/2:104.16.129.87/54707 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 12 2021 00:01:57 FW22 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 12 2021 00:01:57 FW02 : %ASA-4-400050: IPS:6190 statd Buffer Overflow from 13.18.210.153 to 91.41.209.123 on interface GigabitEthernet0/2	 Anomaly
Jun 12 2021 00:01:57 FW11 : %ASA-4-400047: IPS:6155 mountd (mount daemon) Portmap Request 175.40.184.117 to 211.5.214.54 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:01:58 FW16 : %ASA-4-400030: IPS:3154 FTP Improper Port Specified from 179.1.161.219 to 190.199.74.49 on interface GigabitEthernet0/1	 Anomaly
Jun 12 2021 00:01:58 FW23 : %ASA-7-715041: Received keep-alive of type keepalive_type , not the negotiated type	 Not anomaly
Jun 12 2021 00:01:58 FW15 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/2:78.114.86.203/57670 to GigabitEthernet0/4:38.101.12.185/56272 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 12 2021 00:01:58 FW16 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 12 2021 00:01:58 FW20 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 12 2021 00:01:58 FW01 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 12 2021 00:01:58 FW22 : %ASA-1-104500: (Primary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 12 2021 00:01:58 FW18 : %ASA-4-401001: Shuns cleared	 Not anomaly
Jun 12 2021 00:01:58 FW25 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 93.185.32.12 to 78.230.18.251 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:01:59 FW02 : %ASA-4-400015: IPS:2005 ICMP Time Exceeded for a Datagram 40.111.143.138 to 87.150.182.21 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:01:59 FW18 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 12 2021 00:01:59 FW11 : %ASA-7-718021: Sent KEEPALIVE response to 168.155.206.238	 Not anomaly
Jun 12 2021 00:01:59 FW12 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 12 2021 00:01:59 FW18 : %ASA-4-400016: IPS:2006 ICMP Parameter Problem on Datagram 167.167.253.184 to 122.209.94.22 on interface GigabitEthernet0/2	 Not anomaly
Jun 12 2021 00:02:00 FW19 : %ASA-6-302003: Built H245 connection for foreign_address 44.222.1.104/7010 local_address 172.31.148.70 /32353	 Anomaly
Jun 12 2021 00:02:00 FW17 : %ASA-6-109005: Authentication succeeded for user user2 from 192.168.124.5/17855 to 178.137.72.229/29446 on interface GigabitEthernet0/5.	 Not anomaly
Jun 12 2021 00:02:00 FW13 : %ASA-5-611103: User logged out: Uname: user3	 Not anomaly
Jun 12 2021 00:02:00 FW16 : %ASA-4-400014: IPS:2004 ICMP Echo Request 4.207.230.103 to 161.85.39.11 on interface GigabitEthernet0/4	 Anomaly
Jun 12 2021 00:02:01 FW17 : %ASA-4-400022: IPS:2012 ICMP Address Mask Reply 93.195.177.83 to 162.111.226.61 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:02:01 FW17 : %ASA-6-302003: Built H245 connection for foreign_address 196.4.156.254/63327 local_address 10.199.211.32 /31413	 Anomaly
Jun 12 2021 00:02:01 FW23 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 12 2021 00:02:01 FW23 : %ASA-4-400047: IPS:6155 mountd (mount daemon) Portmap Request 218.199.56.161 to 139.216.48.21 on interface GigabitEthernet0/3	 Not anomaly
Jun 12 2021 00:02:02 FW16 : %ASA-4-401001: Shuns cleared	 Not anomaly
Jun 12 2021 00:02:02 FW19 : %ASA-5-611103: User logged out: Uname: user9	 Not anomaly
Jun 12 2021 00:02:02 FW06 : %ASA-4-400045: IPS:6153 ypupdated (YP update daemon) Portmap Request 105.208.135.9 to 19.200.36.55 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:02 FW17 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 12 2021 00:02:02 FW16 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 12 2021 00:02:02 FW02 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 12 2021 00:02:02 FW02 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 95.161.223.123 to 20.28.213.214 on interface GigabitEthernet0/0	 Anomaly
Jun 12 2021 00:02:02 FW11 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 145.2.149.246 to 119.95.158.23 on interface GigabitEthernet0/3	 Anomaly
Jun 12 2021 00:02:03 FW00 : %ASA-4-400047: IPS:6155 mountd (mount daemon) Portmap Request 125.67.61.162 to 186.115.222.80 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:02:03 FW12 : %ASA-4-400034: IPS:6050 DNS HINFO Request 83.85.94.126 to 171.197.116.5 on interface GigabitEthernet0/4	 Not anomaly
Jun 12 2021 00:02:03 FW16 : %ASA-5-718010: Sent HELLO response to 205.3.154.5	 Not anomaly
Jun 12 2021 00:02:04 FW17 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 102.155.196.56 to 35.46.216.75 on interface GigabitEthernet0/2	 Not anomaly
Jun 12 2021 00:02:04 FW08 : %ASA-3-212003: Unable to receive an SNMP request on interface GigabitEthernet0/4 , error code = Not responding , will try again.	 Anomaly
Jun 12 2021 00:02:04 FW10 : %ASA-5-402128: CRYPTO: An attempt to allocate a large memory block failed, size: 300000000 , limit: 100000000	 Not anomaly
Jun 12 2021 00:02:04 FW18 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 94.184.252.45 to 84.13.79.72 on interface GigabitEthernet0/0	 Anomaly
Jun 12 2021 00:02:04 FW18 : %ASA-4-716022: Unable to connect to proxy server.	 Not anomaly
Jun 12 2021 00:02:04 FW01 : %ASA-1-105003: (Primary) Monitoring on interface GigabitEthernet0/2 waiting	 Not anomaly
Jun 12 2021 00:02:04 FW24 : %ASA-7-713052: User user2 authenticated.	 Not anomaly
Jun 12 2021 00:02:04 FW03 : %ASA-4-400047: IPS:6155 mountd (mount daemon) Portmap Request 113.46.227.82 to 213.23.111.215 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:05 FW11 : %ASA-4-400020: IPS:2010 ICMP Information Reply 59.41.6.216 to 178.233.208.157 on interface GigabitEthernet0/4	 Not anomaly
Jun 12 2021 00:02:05 FW20 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 4.124.205.3 to 96.245.67.76 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:02:05 FW25 : %ASA-4-400010: IPS:2000 ICMP Echo Reply 4.157.109.135 to 85.100.245.108 on interface GigabitEthernet0/2	 Anomaly
Jun 12 2021 00:02:06 FW13 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 12 2021 00:02:06 FW02 : %ASA-5-718010: Sent HELLO response to 172.253.73.226	 Not anomaly
Jun 12 2021 00:02:06 FW05 : %ASA-4-400013: IPS:2003 ICMP Redirect 126.202.222.170 to 145.54.114.200 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:02:06 FW07 : %ASA-4-400004: IPS:1004 IP options-Loose Source Route 215.148.123.48 to 121.120.220.250 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:06 FW11 : %ASA-5-713155: DNS lookup for Primary VPN Server vpn_concentrator successfully resolved after a previous failure. Resetting any Backup Server init.	 Not anomaly
Jun 12 2021 00:02:06 FW07 : %ASA-4-400039: IPS:6101 RPC Port Unregistration 37.26.119.192 to 177.134.132.65 on interface GigabitEthernet0/4	 Not anomaly
Jun 12 2021 00:02:07 FW24 : %ASA-5-718016: Received HELLO response from 76.77.0.28	 Not anomaly
Jun 12 2021 00:02:07 FW19 : %ASA-4-400017: IPS:2007 ICMP Timestamp Request 63.190.140.240 to 138.221.110.152 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:07 FW03 : %ASA-7-713052: User user19 authenticated.	 Not anomaly
Jun 12 2021 00:02:07 FW23 : %ASA-5-718010: Sent HELLO response to 30.75.147.43	 Not anomaly
Jun 12 2021 00:02:07 FW09 : %ASA-4-400015: IPS:2005 ICMP Time Exceeded for a Datagram 125.69.80.177 to 11.150.208.244 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:08 FW13 : %ASA-4-400022: IPS:2012 ICMP Address Mask Reply 9.104.215.43 to 178.75.125.166 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:08 FW10 : %ASA-6-109005: Authentication succeeded for user user18 from 10.89.93.75/2961 to 196.175.138.115/39816 on interface GigabitEthernet0/1.	 Not anomaly
Jun 12 2021 00:02:08 FW24 : %ASA-4-400046: IPS:6154 ypxfrd (YP transfer daemon) Portmap Request 220.128.165.195 to 160.57.185.21 on interface GigabitEthernet0/2	 Not anomaly
Jun 12 2021 00:02:09 FW07 : %ASA-2-410002: Dropped num DNS responses with mis-matched id in the past 10 second(s): from GigabitEthernet0/0:33.199.43.16/6074 to GigabitEthernet0/4:95.130.141.138/27129	 Anomaly
Jun 12 2021 00:02:09 FW05 : %ASA-5-502111: New group policy added: name: acl_int Type: internal	 Not anomaly
Jun 12 2021 00:02:09 FW02 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 12 2021 00:02:09 FW16 : %ASA-4-400022: IPS:2012 ICMP Address Mask Reply 193.183.16.191 to 97.37.155.3 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:09 FW25 : %ASA-6-611101: User authentication succeeded: IP, 213.91.233.182 : Uname: user18	 Not anomaly
Jun 12 2021 00:02:10 FW19 : %ASA-4-400047: IPS:6155 mountd (mount daemon) Portmap Request 99.149.49.199 to 112.67.64.201 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:02:10 FW15 : %ASA-4-400036: IPS:6052 DNS Zone Transfer from High Port 120.197.88.2 to 87.214.204.247 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:10 FW21 : %ASA-7-713164: The Firewall Server has requested a list of active user sessions	 Not anomaly
Jun 12 2021 00:02:10 FW23 : %ASA-4-507002: Data copy in proxy-mode exceeded the buffer limit	 Anomaly
Jun 12 2021 00:02:10 FW07 : %ASA-1-101001: (Primary) Failover cable OK.	 Not anomaly
Jun 12 2021 00:02:10 FW13 : %ASA-5-507001: Terminating TCP-Proxy connection from GigabitEthernet0/3:223.198.104.126/20655 to GigabitEthernet0/2:162.179.169.217/44042 - reassembly limit of 156000 bytes exceeded	 Not anomaly
Jun 12 2021 00:02:11 FW11 : %ASA-4-400036: IPS:6052 DNS Zone Transfer from High Port 6.242.250.15 to 139.206.47.95 on interface GigabitEthernet0/1	 Not anomaly
Jun 12 2021 00:02:11 FW25 : %ASA-5-718010: Sent HELLO response to 215.252.102.60	 Not anomaly
Jun 12 2021 00:02:11 FW12 : %ASA-4-400014: IPS:2004 ICMP Echo Request 9.151.201.119 to 4.156.185.60 on interface GigabitEthernet0/3	 Anomaly
Jun 12 2021 00:02:12 FW15 : %ASA-5-502111: New group policy added: name: acl_int Type: internal	 Not anomaly
Jun 12 2021 00:02:12 FW23 : %ASA-4-400034: IPS:6050 DNS HINFO Request 50.118.203.218 to 99.40.200.161 on interface GigabitEthernet0/0	 Not anomaly
Jun 12 2021 00:02:12 FW14 : %ASA-4-400021: IPS:2011 ICMP Address Mask Request 8.13.98.206 to 175.118.168.163 on interface GigabitEthernet0/5	 Not anomaly
Jun 12 2021 00:02:12 FW24 : %ASA-1-104502: (Primary) Becoming Backup unit failed.	 Not anomaly
Jun 12 2021 00:02:12 FW11 : %ASA-1-104500: (Secondary) Switching to ACTIVE (cause: reason)	 Anomaly
Jun 12 2021 00:02:12 FW14 : %ASA-4-400008: IPS:1102 IP Impossible Packet from 135.220.27.104 to 44.48.164.29 on interface GigabitEthernet0/4	 Anomaly
Jun 12 2021 00:02:13 FW05 : %ASA-6-314004: RTSP client GigabitEthernet0/1: 100.217.34.89 accessed RTSP URL http://vega.com/	 Not anomaly
Jun 12 2021 00:02:13 FW23 : %ASA-4-400037: IPS:6053 DNS Request for All Records 103.108.121.25 to 202.139.151.208 on interface GigabitEthernet0/2	 Not anomaly
Jun 12 2021 00:02:13 FW02 : %ASA-3-319001: Acknowledge for arp update for IP address 90.161.201.173 not received.	 Not anomaly
